dataset,mde,iters,solver,pose_mAA_10,median_pose_err,median_f_err,mean_mde_runtime,mean_runtime,mean_inliers
scannetpp,UniDepth1-vitl14,500,mdecalib_ro,29.597797,7.494207,0.210793,122.416026,22.234673,0.591087
scannetpp,UniDepth1-vitl14,500,sf_ro,58.094902,3.099874,0.040201,122.416026,26.304174,0.759478
scannetpp,UniDepth1-vitl14,500,calib_shift_ro,64.333755,2.372031,0.0,122.416026,22.447208,0.696272
scannetpp,UniDepth1-vitl14,500,mdecalib_shift_ro,27.829158,8.1495,0.210793,122.416026,23.8397,0.62913
scannetpp,UniDepth1-vitl14,500,sf_shift_ro,45.531825,4.529233,0.050415,122.416026,37.514164,0.699278
scannetpp,UniDepth1-vitl14,1000,calib,76.887863,1.355516,0.0,122.416026,72.28712,0.639202
scannetpp,UniDepth1-vitl14,1000,mdecalib,31.5476,7.044444,0.210793,122.416026,78.772797,0.530576
scannetpp,UniDepth1-vitl14,1000,sf,67.24461,2.269401,0.032763,122.416026,76.746435,0.627703
scannetpp,UniDepth1-vitl14,1000,calib_shift,78.712075,1.042481,0.0,122.416026,78.32008,0.641855
scannetpp,UniDepth1-vitl14,1000,mdecalib_shift,28.696552,7.815895,0.210793,122.416026,80.097459,0.538308
scannetpp,UniDepth1-vitl14,1000,sf_shift,53.221544,3.091645,0.042881,122.416026,97.39185,0.568156
scannetpp,UniDepth1-vitl14,1000,calib_ro,63.540218,2.649876,0.0,122.416026,28.496677,0.672689
scannetpp,UniDepth1-vitl14,1000,mdecalib_ro,29.585695,7.492795,0.210793,122.416026,28.204344,0.591348
scannetpp,UniDepth1-vitl14,1000,sf_ro,58.119236,3.097937,0.040351,122.416026,36.517933,0.75978
scannetpp,UniDepth1-vitl14,1000,calib_shift_ro,64.444222,2.368175,0.0,122.416026,27.656092,0.696593
scannetpp,UniDepth1-vitl14,1000,mdecalib_shift_ro,27.877694,8.129767,0.210793,122.416026,28.928164,0.629682
scannetpp,UniDepth1-vitl14,1000,sf_shift_ro,47.128228,4.240023,0.048188,122.416026,56.368594,0.712097
scannetpp,UniDepth1Calib-cnvnxtl,10,calib,70.111357,1.655424,0.0,71.47744,33.764035,0.604017
scannetpp,UniDepth1Calib-cnvnxtl,10,calib_shift,68.454206,1.516551,0.0,71.47744,38.476191,0.59209
scannetpp,UniDepth1Calib-cnvnxtl,10,calib_ro,55.655807,3.296567,0.0,71.47744,10.801108,0.630396
scannetpp,UniDepth1Calib-cnvnxtl,10,calib_shift_ro,54.264235,3.375469,0.0,71.47744,14.483987,0.643693
scannetpp,UniDepth1Calib-cnvnxtl,100,calib,74.455046,1.422195,0.0,71.47744,45.512873,0.630616
scannetpp,UniDepth1Calib-cnvnxtl,100,calib_shift,75.43988,1.19014,0.0,71.47744,55.199581,0.632087
scannetpp,UniDepth1Calib-cnvnxtl,100,calib_ro,57.926129,3.092564,0.0,71.47744,16.85824,0.639229
scannetpp,UniDepth1Calib-cnvnxtl,100,calib_shift_ro,57.648806,3.057533,0.0,71.47744,22.033308,0.665431
scannetpp,UniDepth1Calib-cnvnxtl,500,calib,75.739941,1.345551,0.0,71.47744,61.039312,0.637067
scannetpp,UniDepth1Calib-cnvnxtl,500,calib_shift,77.117636,1.104506,0.0,71.47744,70.86423,0.638938
scannetpp,UniDepth1Calib-cnvnxtl,500,calib_ro,58.282756,3.064462,0.0,71.47744,25.217371,0.639803
scannetpp,UniDepth1Calib-cnvnxtl,500,calib_shift_ro,58.252555,2.982591,0.0,71.47744,29.8908,0.667283
scannetpp,UniDepth1Calib-cnvnxtl,1000,calib,76.142344,1.319239,0.0,71.47744,73.514385,0.638865
scannetpp,UniDepth1Calib-cnvnxtl,1000,calib_shift,77.571344,1.085691,0.0,71.47744,81.276387,0.640714
scannetpp,UniDepth1Calib-cnvnxtl,1000,calib_ro,58.39675,3.055792,0.0,71.47744,32.339979,0.639782
scannetpp,UniDepth1Calib-cnvnxtl,1000,calib_shift_ro,58.404883,2.966074,0.0,71.47744,35.380705,0.667418
scannetpp,UniDepth1Calib-vitl14,10,calib,72.658979,1.567668,0.0,121.52873,33.448062,0.612253
scannetpp,UniDepth1Calib-vitl14,10,calib_shift,71.143226,1.361947,0.0,121.52873,37.741187,0.603145
scannetpp,UniDepth1Calib-vitl14,10,calib_ro,61.585399,2.727463,0.0,121.52873,10.900083,0.662531
scannetpp,UniDepth1Calib-vitl14,10,calib_shift_ro,60.184296,2.739599,0.0,121.52873,14.478332,0.67387
scannetpp,UniDepth1Calib-vitl14,100,calib,76.08002,1.395182,0.0,121.52873,45.100262,0.632857
scannetpp,UniDepth1Calib-vitl14,100,calib_shift,77.03165,1.144012,0.0,121.52873,54.089171,0.635342
scannetpp,UniDepth1Calib-vitl14,100,calib_ro,63.381941,2.62163,0.0,121.52873,17.003075,0.670354
scannetpp,UniDepth1Calib-vitl14,100,calib_shift_ro,63.37963,2.480336,0.0,121.52873,21.928333,0.692521
scannetpp,UniDepth1Calib-vitl14,500,calib,76.809396,1.334979,0.0,121.52873,60.609477,0.637877
scannetpp,UniDepth1Calib-vitl14,500,calib_shift,78.07642,1.07807,0.0,121.52873,69.990262,0.640124
scannetpp,UniDepth1Calib-vitl14,500,calib_ro,63.729845,2.605436,0.0,121.52873,25.346966,0.670998
scannetpp,UniDepth1Calib-vitl14,500,calib_shift_ro,63.867128,2.449176,0.0,121.52873,29.628258,0.694229
scannetpp,UniDepth1Calib-vitl14,1000,calib,77.062764,1.313245,0.0,121.52873,73.192437,0.639339
scannetpp,UniDepth1Calib-vitl14,1000,calib_shift,78.294122,1.057346,0.0,121.52873,80.629541,0.64136
scannetpp,UniDepth1Calib-vitl14,1000,calib_ro,63.768965,2.59733,0.0,121.52873,32.559569,0.671154
scannetpp,UniDepth1Calib-vitl14,1000,calib_shift_ro,63.946266,2.433131,0.0,121.52873,35.231347,0.694434
scannetpp,UniDepth2-vitb14,10,calib,76.230298,1.153445,0.0,28.295631,30.905855,0.618721
scannetpp,UniDepth2-vitb14,10,mdecalib,58.294794,2.768119,0.012544,28.295631,31.95195,0.589227
scannetpp,UniDepth2-vitb14,10,sf,68.100418,1.81833,0.029012,28.295631,35.30582,0.59741
scannetpp,UniDepth2-vitb14,10,calib_shift,74.279979,1.112802,0.0,28.295631,37.005529,0.610968
scannetpp,UniDepth2-vitb14,10,mdecalib_shift,57.692612,2.811866,0.012544,28.295631,36.326812,0.584066
scannetpp,UniDepth2-vitb14,10,sf_shift,22.3566,35.217046,0.258047,28.295631,31.500086,0.297382
scannetpp,UniDepth2-vitb14,10,calib_ro,67.546727,1.984205,0.0,28.295631,8.618387,0.681806
scannetpp,UniDepth2-vitb14,10,mdecalib_ro,52.135149,3.671384,0.012544,28.295631,8.052548,0.675839
scannetpp,UniDepth2-vitb14,10,sf_ro,62.762515,2.389583,0.031405,28.295631,8.671915,0.751154
scannetpp,UniDepth2-vitb14,10,calib_shift_ro,65.177785,2.126867,0.0,28.295631,9.296651,0.690362
scannetpp,UniDepth2-vitb14,10,mdecalib_shift_ro,51.297665,3.752033,0.012544,28.295631,9.10179,0.684995
scannetpp,UniDepth2-vitb14,10,sf_shift_ro,30.59792,13.916314,0.140124,28.295631,9.676863,0.485359
scannetpp,UniDepth2-vitb14,100,calib,79.237186,1.053929,0.0,28.295631,43.070908,0.636213
scannetpp,UniDepth2-vitb14,100,mdecalib,60.953757,2.517021,0.012544,28.295631,45.904339,0.607704
scannetpp,UniDepth2-vitb14,100,sf,72.207441,1.642375,0.027052,28.295631,50.395079,0.62432
scannetpp,UniDepth2-vitb14,100,calib_shift,78.902389,0.964985,0.0,28.295631,52.821819,0.636976
scannetpp,UniDepth2-vitb14,100,mdecalib_shift,61.681063,2.419459,0.012544,28.295631,52.598651,0.611461
scannetpp,UniDepth2-vitb14,100,sf_shift,41.855997,5.756589,0.059362,28.295631,52.774999,0.478785
scannetpp,UniDepth2-vitb14,100,calib_ro,69.441024,1.896061,0.0,28.295631,14.264592,0.689552
scannetpp,UniDepth2-vitb14,100,mdecalib_ro,53.930983,3.455417,0.012544,28.295631,12.499563,0.683464
scannetpp,UniDepth2-vitb14,100,sf_ro,65.022719,2.274062,0.030199,28.295631,15.429037,0.764276
scannetpp,UniDepth2-vitb14,100,calib_shift_ro,68.316757,1.951375,0.0,28.295631,15.384335,0.707618
scannetpp,UniDepth2-vitb14,100,mdecalib_shift_ro,54.17286,3.396608,0.012544,28.295631,15.207472,0.702635
scannetpp,UniDepth2-vitb14,100,sf_shift_ro,43.713213,4.925461,0.052147,28.295631,19.103141,0.65575
scannetpp,UniDepth2-vitb14,500,calib,80.054316,1.017134,0.0,28.295631,58.495835,0.640174
scannetpp,UniDepth2-vitb14,500,mdecalib,61.680105,2.461509,0.012544,28.295631,61.830362,0.612784
scannetpp,UniDepth2-vitb14,500,sf,72.929491,1.596175,0.026592,28.295631,65.24634,0.62925
scannetpp,UniDepth2-vitb14,500,calib_shift,79.734403,0.933562,0.0,28.295631,68.303794,0.641027
scannetpp,UniDepth2-vitb14,500,mdecalib_shift,62.368549,2.365695,0.012544,28.295631,68.205467,0.616008
scannetpp,UniDepth2-vitb14,500,sf_shift,51.834078,3.160079,0.042411,28.295631,77.066107,0.549166
scannetpp,UniDepth2-vitb14,500,calib_ro,69.7206,1.886827,0.0,28.295631,22.285487,0.69031
scannetpp,UniDepth2-vitb14,500,mdecalib_ro,54.196355,3.433912,0.012544,28.295631,21.344905,0.684161
scannetpp,UniDepth2-vitb14,500,sf_ro,65.458848,2.238559,0.029734,28.295631,25.960452,0.765919
scannetpp,UniDepth2-vitb14,500,calib_shift_ro,68.767624,1.915096,0.0,28.295631,22.400042,0.708988
scannetpp,UniDepth2-vitb14,500,mdecalib_shift_ro,54.646736,3.328093,0.012544,28.295631,22.221315,0.704088
scannetpp,UniDepth2-vitb14,500,sf_shift_ro,48.498723,3.952337,0.043747,28.295631,37.396879,0.699405
scannetpp,UniDepth2-vitb14,1000,calib,80.114099,1.004508,0.0,28.295631,71.412132,0.641179
scannetpp,UniDepth2-vitb14,1000,mdecalib,61.868552,2.447835,0.012544,28.295631,74.381645,0.614162
scannetpp,UniDepth2-vitb14,1000,sf,73.043723,1.591452,0.02656,28.295631,75.71037,0.630611
scannetpp,UniDepth2-vitb14,1000,calib_shift,79.880337,0.92351,0.0,28.295631,78.89615,0.64196
scannetpp,UniDepth2-vitb14,1000,mdecalib_shift,62.568925,2.344229,0.012544,28.295631,78.678554,0.617177
scannetpp,UniDepth2-vitb14,1000,sf_shift,55.356094,2.719209,0.039241,28.295631,97.780557,0.570266
scannetpp,UniDepth2-vitb14,1000,calib_ro,69.731289,1.883676,0.0,28.295631,29.117132,0.69039
scannetpp,UniDepth2-vitb14,1000,mdecalib_ro,54.212061,3.424657,0.012544,28.295631,27.304145,0.684203
scannetpp,UniDepth2-vitb14,1000,sf_ro,65.490767,2.23215,0.029626,28.295631,35.940549,0.766358
scannetpp,UniDepth2-vitb14,1000,calib_shift_ro,68.881912,1.903207,0.0,28.295631,27.633777,0.709217
scannetpp,UniDepth2-vitb14,1000,mdecalib_shift_ro,54.71816,3.316024,0.012544,28.295631,27.444302,0.704336
scannetpp,UniDepth2-vitb14,1000,sf_shift_ro,49.991949,3.732713,0.04169,28.295631,55.959657,0.711139
scannetpp,UniDepth2-vitl14,10,calib,77.942756,1.048823,0.0,40.541495,30.472753,0.622938
scannetpp,UniDepth2-vitl14,10,mdecalib,66.36504,1.99743,0.022116,40.541495,31.067442,0.60163
scannetpp,UniDepth2-vitl14,10,sf,70.623507,1.624627,0.026915,40.541495,34.792174,0.603765
scannetpp,UniDepth2-vitl14,10,calib_shift,75.801247,1.028663,0.0,40.541495,36.226827,0.614584
scannetpp,UniDepth2-vitl14,10,mdecalib_shift,64.813049,2.027087,0.022116,40.541495,35.612821,0.595693
scannetpp,UniDepth2-vitl14,10,sf_shift,22.897085,33.90716,0.261647,40.541495,31.666781,0.296184
scannetpp,UniDepth2-vitl14,10,calib_ro,70.854084,1.7103,0.0,40.541495,8.598168,0.704079
scannetpp,UniDepth2-vitl14,10,mdecalib_ro,61.345353,2.558426,0.022116,40.541495,7.821467,0.700718
scannetpp,UniDepth2-vitl14,10,sf_ro,66.621069,2.055319,0.027994,40.541495,8.655126,0.766339
scannetpp,UniDepth2-vitl14,10,calib_shift_ro,68.576963,1.802416,0.0,40.541495,9.27833,0.711906
scannetpp,UniDepth2-vitl14,10,mdecalib_shift_ro,60.264655,2.551372,0.022116,40.541495,8.92005,0.708164
scannetpp,UniDepth2-vitl14,10,sf_shift_ro,32.173849,13.256638,0.131887,40.541495,9.65912,0.487595
scannetpp,UniDepth2-vitl14,100,calib,80.686085,0.964727,0.0,40.541495,42.382485,0.637813
scannetpp,UniDepth2-vitl14,100,mdecalib,68.768675,1.863951,0.022116,40.541495,44.364548,0.617377
scannetpp,UniDepth2-vitl14,100,sf,74.221212,1.493643,0.025572,40.541495,49.573667,0.626574
scannetpp,UniDepth2-vitl14,100,calib_shift,79.920175,0.914801,0.0,40.541495,51.843812,0.638006
scannetpp,UniDepth2-vitl14,100,mdecalib_shift,68.713765,1.832149,0.022116,40.541495,51.516227,0.62002
scannetpp,UniDepth2-vitl14,100,sf_shift,42.547519,5.44234,0.055737,40.541495,52.755848,0.477566
scannetpp,UniDepth2-vitl14,100,calib_ro,72.618483,1.654228,0.0,40.541495,14.219607,0.711142
scannetpp,UniDepth2-vitl14,100,mdecalib_ro,63.021144,2.432014,0.022116,40.541495,12.498374,0.707575
scannetpp,UniDepth2-vitl14,100,sf_ro,68.954338,1.959503,0.026822,40.541495,15.388219,0.777605
scannetpp,UniDepth2-vitl14,100,calib_shift_ro,71.393134,1.659163,0.0,40.541495,15.388302,0.726882
scannetpp,UniDepth2-vitl14,100,mdecalib_shift_ro,62.932861,2.354401,0.022116,40.541495,14.92087,0.723291
scannetpp,UniDepth2-vitl14,100,sf_shift_ro,45.708954,4.447203,0.047942,40.541495,19.186616,0.660428
scannetpp,UniDepth2-vitl14,500,calib,81.151699,0.949134,0.0,40.541495,57.616279,0.640841
scannetpp,UniDepth2-vitl14,500,mdecalib,69.225293,1.832687,0.022116,40.541495,59.673367,0.621283
scannetpp,UniDepth2-vitl14,500,sf,74.747427,1.471774,0.025337,40.541495,64.231199,0.630747
scannetpp,UniDepth2-vitl14,500,calib_shift,80.617185,0.8884,0.0,40.541495,67.335503,0.641423
scannetpp,UniDepth2-vitl14,500,mdecalib_shift,69.298329,1.788621,0.022116,40.541495,67.121391,0.623626
scannetpp,UniDepth2-vitl14,500,sf_shift,52.99758,2.920256,0.040096,40.541495,76.981073,0.548621
scannetpp,UniDepth2-vitl14,500,calib_ro,72.776708,1.642918,0.0,40.541495,22.227627,0.711922
scannetpp,UniDepth2-vitl14,500,mdecalib_ro,63.175005,2.422321,0.022116,40.541495,21.229187,0.708231
scannetpp,UniDepth2-vitl14,500,sf_ro,69.197076,1.947365,0.026491,40.541495,26.103855,0.778807
scannetpp,UniDepth2-vitl14,500,calib_shift_ro,71.631639,1.645809,0.0,40.541495,22.293982,0.728012
scannetpp,UniDepth2-vitl14,500,mdecalib_shift_ro,63.220819,2.320113,0.022116,40.541495,21.897307,0.724505
scannetpp,UniDepth2-vitl14,500,sf_shift_ro,51.101586,3.404392,0.040507,40.541495,37.49864,0.704905
scannetpp,UniDepth2-vitl14,1000,calib,81.159392,0.946568,0.0,40.541495,70.352937,0.641726
scannetpp,UniDepth2-vitl14,1000,mdecalib,69.305005,1.828066,0.022116,40.541495,72.106385,0.622241
scannetpp,UniDepth2-vitl14,1000,sf,74.816058,1.464727,0.025325,40.541495,74.710121,0.631782
scannetpp,UniDepth2-vitl14,1000,calib_shift,80.692058,0.879863,0.0,40.541495,77.975288,0.642325
scannetpp,UniDepth2-vitl14,1000,mdecalib_shift,69.33541,1.784493,0.022116,40.541495,77.75894,0.624588
scannetpp,UniDepth2-vitl14,1000,sf_shift,56.380923,2.53559,0.037167,40.541495,97.5982,0.569269
scannetpp,UniDepth2-vitl14,1000,calib_ro,72.779871,1.642918,0.0,40.541495,29.053071,0.711902
scannetpp,UniDepth2-vitl14,1000,mdecalib_ro,63.201044,2.421612,0.022116,40.541495,27.069225,0.708362
scannetpp,UniDepth2-vitl14,1000,sf_ro,69.224795,1.943734,0.026401,40.541495,36.229085,0.779132
scannetpp,UniDepth2-vitl14,1000,calib_shift_ro,71.6009,1.650117,0.0,40.541495,27.538681,0.728135
scannetpp,UniDepth2-vitl14,1000,mdecalib_shift_ro,63.269531,2.319962,0.022116,40.541495,27.116869,0.724603
scannetpp,UniDepth2-vitl14,1000,sf_shift_ro,52.903382,3.208491,0.038663,40.541495,56.046616,0.718367
scannetpp,UniDepth2-vits14,10,calib,73.11,1.401022,0.0,19.556221,31.896155,0.612072
scannetpp,UniDepth2-vits14,10,mdecalib,51.308372,3.672772,0.020528,19.556221,33.18424,0.568932
scannetpp,UniDepth2-vits14,10,sf,63.648399,2.198897,0.031651,19.556221,36.182658,0.587635
scannetpp,UniDepth2-vits14,10,calib_shift,71.377476,1.274291,0.0,19.556221,37.801386,0.601021
scannetpp,UniDepth2-vits14,10,mdecalib_shift,50.40748,3.74929,0.020528,19.556221,37.471435,0.56141
scannetpp,UniDepth2-vits14,10,sf_shift,21.403361,35.220561,0.257784,19.556221,31.974437,0.294481
scannetpp,UniDepth2-vits14,10,calib_ro,61.707631,2.608336,0.0,19.556221,8.825126,0.648643
scannetpp,UniDepth2-vits14,10,mdecalib_ro,43.886633,4.946222,0.020528,19.556221,8.265421,0.636111
scannetpp,UniDepth2-vits14,10,sf_ro,55.882263,3.169763,0.03738,19.556221,8.96577,0.727616
scannetpp,UniDepth2-vits14,10,calib_shift_ro,60.091155,2.703084,0.0,19.556221,9.487426,0.661685
scannetpp,UniDepth2-vits14,10,mdecalib_shift_ro,43.297762,5.096071,0.020528,19.556221,9.30903,0.650061
scannetpp,UniDepth2-vits14,10,sf_shift_ro,28.098697,15.196004,0.167896,19.556221,9.721253,0.476466
scannetpp,UniDepth2-vits14,100,calib,77.006162,1.199618,0.0,19.556221,44.641838,0.634084
scannetpp,UniDepth2-vits14,100,mdecalib,54.498124,3.276511,0.020528,19.556221,47.727133,0.593569
scannetpp,UniDepth2-vits14,100,sf,68.475695,1.949287,0.029591,19.556221,51.688627,0.620581
scannetpp,UniDepth2-vits14,100,calib_shift,77.637029,1.046945,0.0,19.556221,53.890116,0.635476
scannetpp,UniDepth2-vits14,100,mdecalib_shift,55.042977,3.191078,0.020528,19.556221,54.012526,0.597167
scannetpp,UniDepth2-vits14,100,sf_shift,39.673463,6.699474,0.066817,19.556221,53.546089,0.474953
scannetpp,UniDepth2-vits14,100,calib_ro,63.815472,2.462349,0.0,19.556221,14.59637,0.657345
scannetpp,UniDepth2-vits14,100,mdecalib_ro,45.733567,4.621952,0.020528,19.556221,13.000274,0.644986
scannetpp,UniDepth2-vits14,100,sf_ro,58.528202,2.979441,0.035923,19.556221,15.938034,0.744601
scannetpp,UniDepth2-vits14,100,calib_shift_ro,63.342037,2.440805,0.0,19.556221,15.734453,0.680148
scannetpp,UniDepth2-vits14,100,mdecalib_shift_ro,46.211101,4.532731,0.020528,19.556221,15.505185,0.66951
scannetpp,UniDepth2-vits14,100,sf_shift_ro,40.149008,5.961589,0.064483,19.556221,19.166863,0.646867
scannetpp,UniDepth2-vits14,500,calib,77.982282,1.159906,0.0,19.556221,60.462104,0.638981
scannetpp,UniDepth2-vits14,500,mdecalib,55.244106,3.169837,0.020528,19.556221,63.855396,0.600009
scannetpp,UniDepth2-vits14,500,sf,69.598507,1.881578,0.029131,19.556221,66.630408,0.627419
scannetpp,UniDepth2-vits14,500,calib_shift,78.713855,0.988575,0.0,19.556221,69.15463,0.640163
scannetpp,UniDepth2-vits14,500,mdecalib_shift,55.803452,3.084883,0.020528,19.556221,69.848096,0.603696
scannetpp,UniDepth2-vits14,500,sf_shift,49.692495,3.522402,0.046536,19.556221,78.118011,0.546428
scannetpp,UniDepth2-vits14,500,calib_ro,64.158117,2.451353,0.0,19.556221,23.022952,0.658137
scannetpp,UniDepth2-vits14,500,mdecalib_ro,46.116522,4.545205,0.020528,19.556221,22.768852,0.645913
scannetpp,UniDepth2-vits14,500,sf_ro,59.052518,2.934456,0.035097,19.556221,26.554133,0.747044
scannetpp,UniDepth2-vits14,500,calib_shift_ro,63.947497,2.389464,0.0,19.556221,22.668446,0.682213
scannetpp,UniDepth2-vits14,500,mdecalib_shift_ro,46.745697,4.443768,0.020528,19.556221,22.478545,0.671511
scannetpp,UniDepth2-vits14,500,sf_shift_ro,44.212212,4.823886,0.053481,19.556221,37.537789,0.68709
scannetpp,UniDepth2-vits14,1000,calib,78.196452,1.141126,0.0,19.556221,73.274039,0.640258
scannetpp,UniDepth2-vits14,1000,mdecalib,55.492902,3.142747,0.020528,19.556221,76.509624,0.601958
scannetpp,UniDepth2-vits14,1000,sf,69.807943,1.858089,0.028943,19.556221,76.973726,0.629114
scannetpp,UniDepth2-vits14,1000,calib_shift,78.942236,0.982117,0.0,19.556221,79.399595,0.641342
scannetpp,UniDepth2-vits14,1000,mdecalib_shift,56.122477,3.044278,0.020528,19.556221,80.180421,0.605214
scannetpp,UniDepth2-vits14,1000,sf_shift,53.140303,3.058457,0.042928,19.556221,98.801421,0.567242
scannetpp,UniDepth2-vits14,1000,calib_ro,64.318705,2.441893,0.0,19.556221,30.101085,0.658146
scannetpp,UniDepth2-vits14,1000,mdecalib_ro,46.19375,4.535421,0.020528,19.556221,28.692913,0.645925
scannetpp,UniDepth2-vits14,1000,sf_ro,59.182306,2.916615,0.035007,19.556221,36.490374,0.74751
scannetpp,UniDepth2-vits14,1000,calib_shift_ro,64.100225,2.37348,0.0,19.556221,27.806725,0.682597
scannetpp,UniDepth2-vits14,1000,mdecalib_shift_ro,46.881857,4.425727,0.020528,19.556221,27.62974,0.671927
scannetpp,UniDepth2-vits14,1000,sf_shift_ro,45.535205,4.575971,0.0504,19.556221,56.078218,0.698162
scannetpp,UniDepth2Calib-vitb14,10,calib,76.140517,1.149409,0.0,29.134198,32.224328,0.618174
scannetpp,UniDepth2Calib-vitb14,10,calib_shift,74.27177,1.111881,0.0,29.134198,37.332806,0.611244
scannetpp,UniDepth2Calib-vitb14,10,calib_ro,67.538118,1.989489,0.0,29.134198,10.691424,0.681668
scannetpp,UniDepth2Calib-vitb14,10,calib_shift_ro,65.118449,2.143703,0.0,29.134198,14.470565,0.690312
scannetpp,UniDepth2Calib-vitb14,100,calib,79.211589,1.053734,0.0,29.134198,43.560116,0.636217
scannetpp,UniDepth2Calib-vitb14,100,calib_shift,78.907638,0.971022,0.0,29.134198,53.233693,0.637115
scannetpp,UniDepth2Calib-vitb14,100,calib_ro,69.494824,1.89613,0.0,29.134198,16.818784,0.689676
scannetpp,UniDepth2Calib-vitb14,100,calib_shift_ro,68.267457,1.969493,0.0,29.134198,21.850335,0.70787
scannetpp,UniDepth2Calib-vitb14,500,calib,79.969654,1.016605,0.0,29.134198,58.744303,0.640204
scannetpp,UniDepth2Calib-vitb14,500,calib_shift,79.735975,0.938132,0.0,29.134198,68.836491,0.641206
scannetpp,UniDepth2Calib-vitb14,500,calib_ro,69.74738,1.890663,0.0,29.134198,25.092067,0.690502
scannetpp,UniDepth2Calib-vitb14,500,calib_shift_ro,68.694236,1.939825,0.0,29.134198,29.788442,0.709247
scannetpp,UniDepth2Calib-vitb14,1000,calib,80.030165,1.004939,0.0,29.134198,71.293237,0.641273
scannetpp,UniDepth2Calib-vitb14,1000,calib_shift,79.859229,0.926496,0.0,29.134198,79.436082,0.642111
scannetpp,UniDepth2Calib-vitb14,1000,calib_ro,69.804862,1.887859,0.0,29.134198,32.253048,0.690667
scannetpp,UniDepth2Calib-vitb14,1000,calib_shift_ro,68.849247,1.928352,0.0,29.134198,35.443198,0.709296
scannetpp,UniDepth2Calib-vitl14,10,calib,78.183598,1.027302,0.0,41.656254,31.726113,0.623253
scannetpp,UniDepth2Calib-vitl14,10,calib_shift,75.840659,1.023081,0.0,41.656254,36.485201,0.61498
scannetpp,UniDepth2Calib-vitl14,10,calib_ro,71.030207,1.682968,0.0,41.656254,10.559699,0.704952
scannetpp,UniDepth2Calib-vitl14,10,calib_shift_ro,68.646048,1.793929,0.0,41.656254,14.405153,0.712176
scannetpp,UniDepth2Calib-vitl14,100,calib,80.782872,0.954233,0.0,41.656254,42.639682,0.637894
scannetpp,UniDepth2Calib-vitl14,100,calib_shift,79.917378,0.904328,0.0,41.656254,52.384891,0.638117
scannetpp,UniDepth2Calib-vitl14,100,calib_ro,72.856212,1.623613,0.0,41.656254,16.554477,0.712055
scannetpp,UniDepth2Calib-vitl14,100,calib_shift_ro,71.450047,1.664334,0.0,41.656254,21.802293,0.727148
scannetpp,UniDepth2Calib-vitl14,500,calib,81.310378,0.934626,0.0,41.656254,57.71946,0.640933
scannetpp,UniDepth2Calib-vitl14,500,calib_shift,80.644714,0.881015,0.0,41.656254,68.203545,0.641436
scannetpp,UniDepth2Calib-vitl14,500,calib_ro,73.020052,1.615506,0.0,41.656254,24.817836,0.712702
scannetpp,UniDepth2Calib-vitl14,500,calib_shift_ro,71.586313,1.647876,0.0,41.656254,29.850882,0.728278
scannetpp,UniDepth2Calib-vitl14,1000,calib,81.281821,0.927249,0.0,41.656254,70.169351,0.64194
scannetpp,UniDepth2Calib-vitl14,1000,calib_shift,80.803727,0.87005,0.0,41.656254,79.043991,0.642355
scannetpp,UniDepth2Calib-vitl14,1000,calib_ro,73.045065,1.613139,0.0,41.656254,31.938586,0.712717
scannetpp,UniDepth2Calib-vitl14,1000,calib_shift_ro,71.623361,1.648943,0.0,41.656254,35.463937,0.728418
scannetpp,UniDepth2Calib-vits14,10,calib,73.15466,1.372675,0.0,20.801416,33.393683,0.612201
scannetpp,UniDepth2Calib-vits14,10,calib_shift,71.31069,1.279395,0.0,20.801416,38.160047,0.600335
scannetpp,UniDepth2Calib-vits14,10,calib_ro,61.633106,2.603276,0.0,20.801416,10.980267,0.648825
scannetpp,UniDepth2Calib-vits14,10,calib_shift_ro,59.870885,2.699164,0.0,20.801416,14.74337,0.661172
scannetpp,UniDepth2Calib-vits14,100,calib,77.085664,1.201168,0.0,20.801416,45.171113,0.634216
scannetpp,UniDepth2Calib-vits14,100,calib_shift,77.594263,1.060374,0.0,20.801416,54.361104,0.635143
scannetpp,UniDepth2Calib-vits14,100,calib_ro,63.728404,2.467819,0.0,20.801416,17.182678,0.65759
scannetpp,UniDepth2Calib-vits14,100,calib_shift_ro,63.378416,2.432436,0.0,20.801416,22.326634,0.679838
scannetpp,UniDepth2Calib-vits14,500,calib,78.108828,1.152009,0.0,20.801416,60.82395,0.639119
scannetpp,UniDepth2Calib-vits14,500,calib_shift,78.573095,1.00412,0.0,20.801416,69.946076,0.640176
scannetpp,UniDepth2Calib-vits14,500,calib_ro,64.150301,2.445227,0.0,20.801416,25.656445,0.658433
scannetpp,UniDepth2Calib-vits14,500,calib_shift_ro,63.952267,2.38674,0.0,20.801416,30.262247,0.681725
scannetpp,UniDepth2Calib-vits14,1000,calib,78.266346,1.136123,0.0,20.801416,73.255553,0.640473
scannetpp,UniDepth2Calib-vits14,1000,calib_shift,78.873215,0.993013,0.0,20.801416,80.359987,0.641383
scannetpp,UniDepth2Calib-vits14,1000,calib_ro,64.280892,2.446099,0.0,20.801416,32.915852,0.658352
scannetpp,UniDepth2Calib-vits14,1000,calib_shift_ro,64.119474,2.364301,0.0,20.801416,35.817467,0.682129
scannetpp,UniK3D-vitl,10,calib,78.264839,1.01743,0.0,42.98432,29.769588,0.623536
scannetpp,UniK3D-vitl,10,sf,70.861981,1.612632,0.026319,42.98432,34.762283,0.604861
